mangaid,ha_z
1-167555,0.02465189
1-167555,0.0246519
1-167582,0.0299546
1-167582,0.0299546
1-147507,0.02507518
1-147507,0.02507518
1-147496,0.03953851
1-147496,0.03953851
1-147602,0.06730561
1-147602,0.06731384
1-147787,0.04035018
1-147787,0.04035018
1-147649,0.03846186
1-147649,0.03846187
1-147522,0.06553634
1-147522,0.06553634
1-254520,0.04459653
1-254520,0.04459653
1-167242,0.07650797
1-167242,0.07650797
1-608252,0.03058814
1-608252,0.03058814
1-167519,0.1193281
1-167519,0.1174227
1-586585,0.02331831
1-586585,0.02331831
1-254552,0.02295423
1-254552,0.02283214
1-254532,0.145137
1-254532,0.1451356
1-254546,0.05872154
1-254546,0.0587215
1-167392,0.03794199
1-167392,0.03794199
1-167423,0.08918579
1-167423,0.08934943
1-254560,0.03918077
1-254560,0.03918077
1-221753,0.06992622
1-221753,0.06992622
1-221789,0.1136778
1-221789,0.1136779
1-167356,0.1016257
1-167356,0.1017026
1-167356,0.102397
1-167356,0.1024804
1-167488,0.0635056
1-167488,0.0635056
1-167403,0.1376946
1-167403,0.1377338
1-167627,0.02505032
1-167627,0.02505034
1-254342,0.02921247
1-254342,0.02921247
1-254146,0.06749094
1-254146,0.06749101
1-255090,0.0922659
1-255090,0.0922661
1-254691,0.09165779
1-254691,0.09163336
1-274526,0.0441673
1-274526,0.04416846
1-254747,0.03388502
1-254747,0.03385668
1-274440,0.02610443
1-274440,0.02610442
1-274519,0.02928981
1-274519,0.02928981
1-254694,0.06368133
1-254694,0.0636813
1-254708,0.04460388
1-254708,0.04454359
1-274545,0.02316604
1-274545,0.02316604
1-274506,0.02324623
1-274506,0.02324623
1-254645,0.04390317
1-254645,0.04390316
1-254717,0.1167944
1-254717,0.116955
1-275185,0.0805191
1-275185,0.08054461
1-275176,0.03006339
1-275176,0.03006339
1-255236,0.04233251
1-255236,0.04233251
1-167167,0.0231076
1-167167,0.02310759
1-167148,0.02348234
1-167148,0.02348234
1-147485,0.02393237
1-147485,0.02393236
1-167337,0.02550852
1-167337,0.02550853
1-167169,0.02642768
1-167169,0.02642768
1-147547,0.02369044
1-147547,0.02368923
1-167334,0.02437581
1-167334,0.02437581
1-585869,0.02657782
1-585869,0.02657782
1-545611,0.06812581
1-545611,0.06809305
1-147548,0.02328276
1-147548,0.02328276
1-167141,0.02786927
1-167141,0.02786928
1-167166,0.02325849
1-167166,0.02325849
1-167336,0.06936453
1-167336,0.0693652
1-167342,0.1015822
1-167342,0.1015822
1-167356,0.1016257
1-167356,0.1017026
1-167356,0.102397
1-167356,0.1024804
1-167360,0.04158748
1-167360,0.04158748
1-147546,0.02457085
1-147546,0.02457085
1-217480,0.04277539
1-217480,0.04277538
1-167089,0.01572589
1-167089,0.01572589
1-167083,0.07246391
1-167083,0.07246391
1-166908,0.01589241
1-166908,0.01589496
1-166892,0.01591021
1-166892,0.01591021
1-217367,0.03491082
1-217367,0.03491081
1-217358,0.04422203
1-217358,0.0440093
1-217500,0.01618946
1-217500,0.01618946
1-585744,0.02487238
1-585744,0.02487238
1-545674,0.01566486
1-545674,0.01566487
1-545621,0.01521117
1-545621,0.01521117
1-217479,0.04206426
1-217479,0.04206426
1-606105,0.01541516
1-606105,0.01541516
1-217499,0.1425295
1-217499,0.1425655
1-545654,0.02613864
1-545654,0.02613874
1-217376,0.1293158
1-217376,0.1292623
1-217520,0.01533963
1-217520,0.01533962
1-166739,0.07162378
1-166739,0.07161374
1-166736,0.01707532
1-166736,0.01707532
1-167113,0.02643355
1-167113,0.02643355
1-167075,0.01585535
1-167075,0.01585535
1-166738,0.01610178
1-166738,0.01610177
1-167079,0.01577528
1-167079,0.01577528
1-167067,0.0169708
1-167067,0.0169708
1-166932,0.07254427
1-166932,0.07254442
1-166932,0.07252011
1-166932,0.07252005
1-166919,0.07219086
1-166919,0.07219087
1-166919,0.0722018
1-166919,0.0722018
1-166947,0.07202464
1-166947,0.07202467
1-166754,0.01641901
1-166754,0.01641901
1-166754,0.01641495
1-166754,0.01641495
1-167080,0.04633809
1-167080,0.04633808
1-166969,0.01588963
1-166969,0.01588963
1-166930,0.0724861
1-166930,0.07244044
1-167044,0.07430325
1-167044,0.07430294
1-166889,0.01567465
1-166889,0.01568152
1-167013,0.01704767
1-167013,0.01704767
1-558175,0.07274494
1-558175,0.07274494
1-166672,0.01732122
1-166672,0.01731833
1-166754,0.01641901
1-166754,0.01641901
1-166754,0.01641495
1-166754,0.01641495
1-166826,0.01681485
1-166826,0.01681486
1-166488,0.01752763
1-166488,0.01752763
1-217412,0.01488418
1-217412,0.01488418
1-166646,0.02717363
1-166646,0.02717362
1-166613,0.03996855
1-166613,0.03996827
1-166670,0.09855603
1-166670,0.09848352
1-166959,0.07224649
1-166959,0.07223205
1-166919,0.07219086
1-166919,0.07219087
1-166919,0.0722018
1-166919,0.0722018
1-166600,0.09447853
1-166600,0.09448668
1-166862,0.01835092
1-166862,0.01835092
1-217400,0.02466703
1-217400,0.02466702
1-166932,0.07254427
1-166932,0.07254442
1-166932,0.07252011
1-166932,0.07252005
1-166691,0.1036547
1-166691,0.1036873
1-166703,0.01657908
1-166703,0.0165774
1-301244,0.02242934
1-301244,0.02242934
1-232333,0.01466987
1-232333,0.01466997
1-232526,0.04557483
1-232526,0.04557484
1-232722,0.02017703
1-232722,0.02017438
1-606005,0.022137
1-606005,0.02213784
1-301331,0.02435277
1-301331,0.02435527
1-301579,0.02317365
1-301579,0.02317365
1-232397,0.05303727
1-232397,0.05303714
1-232720,0.1231684
1-232720,0.1231536
1-232643,0.02232858
1-232643,0.02232858
1-232512,0.03987466
1-232512,0.03987466
1-301537,0.02181186
1-301537,0.02181186
1-232516,0.09719992
1-232516,0.09719989
1-232536,0.01973595
1-232536,0.01971933
1-232621,0.02249792
1-232621,0.02249792
1-301241,0.02252293
1-301241,0.02252294
1-301260,0.02003423
1-301260,0.02003423
1-258820,0.02354296
1-258820,0.02354295
1-258988,0.05358611
1-258988,0.05358612
1-282708,0.02462849
1-282708,0.02462965
1-282712,0.04907576
1-282712,0.04907577
1-259001,0.02319278
1-259001,0.02318566
1-258746,0.02297251
1-258746,0.02299239
1-258774,0.03839304
1-258774,0.03839304
1-258617,0.04787439
1-258617,0.04787438
1-590159,0.02294432
1-590159,0.02294432
1-258536,0.03754839
1-258536,0.03762323
1-258947,0.03079803
1-258947,0.03079804
1-258599,0.1256062
1-258599,0.1256062
1-258752,0.02259173
1-258752,0.02259173
1-258795,0.03820896
1-258795,0.03820895
1-258778,0.02417621
1-258778,0.02417621
1-282600,0.1122463
1-282600,0.1121913
1-258758,0.02384243
1-258758,0.02384243
1-284428,0.02368465
1-284428,0.02368465
1-284515,0.02404666
1-284515,0.02404666
1-234270,0.05505923
1-234270,0.05505922
1-576537,0.05582186
1-576537,0.05582186
1-285004,0.02836287
1-285004,0.02836288
1-234115,0.02886361
1-234115,0.02886484
1-285020,0.02907551
1-285020,0.02907551
1-284048,0.0299048
1-284048,0.0299048
1-284552,0.03650924
1-284552,0.03650924
1-285031,0.0303162
1-285031,0.03031619
1-284523,0.03109115
1-284523,0.0310348
1-284031,0.1431156
1-284031,0.1433044
1-234092,0.02829612
1-234092,0.02829612
1-233721,0.03313015
1-233721,0.03313022
1-234272,0.05579868
1-234272,0.05580378
1-591474,0.02444275
1-591474,0.02444275
1-284526,0.02772452
1-284526,0.02772451
1-277987,0.02335507
1-277987,0.02335507
1-278011,0.02846089
1-278011,0.02846089
1-279002,0.03430409
1-279002,0.03430542
1-277997,0.05406098
1-277997,0.05406098
1-257100,0.04527366
1-257100,0.04527344
1-277944,0.02929292
1-277944,0.02929294
1-256819,0.06643582
1-256819,0.06643637
1-575898,0.06825677
1-575898,0.06825673
1-277965,0.02336039
1-277965,0.0233604
1-279120,0.1104209
1-279120,0.1104451
1-256832,0.1069961
1-256832,0.1069951
1-277992,0.121865
1-277992,0.1216956
1-256647,0.04902553
1-256647,0.04902552
1-278015,0.06298026
1-278015,0.06297918
1-279123,0.1127187
1-279123,0.1127191
1-256860,0.02459391
1-256860,0.02459391
1-279083,0.01746992
1-279083,0.01746992
1-456757,0.02661975
1-456757,0.02653607
1-456757,0.02794578
1-456757,0.02799603
1-456757,0.02659131
1-456757,0.02642757
1-456757,0.02652529
1-456757,0.02637872
1-456757,0.02661975
1-456757,0.02653607
1-456757,0.02794578
1-456757,0.02799603
1-456757,0.02659131
1-456757,0.02642757
1-456757,0.02652529
1-456757,0.02637872
1-90807,0.06697735
1-90807,0.0669772
1-91678,0.04656768
1-91678,0.04656769
1-90849,0.06618782
1-90849,0.06618783
1-91760,0.06602744
1-91760,0.06602743
1-91762,0.04292685
1-91762,0.04292685
1-91577,0.04354855
1-91577,0.04355199
1-91339,0.06516755
1-91339,0.06516747
1-91417,0.04372489
1-91417,0.04372489
1-91582,0.04708889
1-91582,0.047089
1-91747,0.04195739
1-91747,0.04195737
1-91550,0.1099383
1-91550,0.1099382
1-91652,0.06453265
1-91652,0.06453269
1-91580,0.04696039
1-91580,0.04696038
1-633356,0
1-633356,0.04758265
1-576269,0.1073488
1-576269,0.1073381
1-90779,0.06648867
1-90779,0.06648868
1-90785,0.04074718
1-90785,0.04074717
1-542375,0.05752647
1-542375,0.05752645
1-542351,0.05694261
1-542351,0.05694244
1-93640,0.04955897
1-93640,0.04955899
1-92866,0.06009711
1-92866,0.0600971
1-542392,0.04174692
1-542392,0.04174691
1-594386,0.04157224
1-594386,0.04157188
1-92547,0.05785064
1-92547,0.05785063
1-92774,0.05603673
1-92774,0.05586806
1-542358,0.04033116
1-542358,0.04033118
1-542327,0.05665178
1-542327,0.05665185
1-93612,0.03254041
1-93612,0.03254037
1-92771,0.08167982
1-92771,0.08185265
1-92832,0.05998015
1-92832,0.05992914
1-542414,0.06236792
1-542414,0.06274927
1-542370,0.05603477
1-542370,0.05603468
1-92626,0.04347518
1-92626,0.04347515
1-92744,0.05807422
1-92744,0.0580743
1-92487,0.04631142
1-92487,0.04631143
1-93520,0.0326942
1-93520,0.0326942
1-542318,0.05823585
1-542318,0.05823584
1-574361,0.02109873
1-574361,0.02109698
1-93466,0.03490179
1-93466,0.03490254
1-93551,0.02077387
1-93551,0.02077387
1-94228,0.04945446
1-94228,0.04945595
1-93375,0.02951926
1-93375,0.0295193
1-93706,0.03265205
1-93706,0.03264026
1-542312,0.04783009
1-542312,0.04782992
1-93503,0.03283528
1-93503,0.03283528
1-93557,0.01980784
1-93557,0.01980784
1-633943,0.05672995
1-633943,0.0567708
1-93705,0.03535831
1-93705,0.03535831
1-93471,0.1278029
1-93471,0.1288799
1-93378,0.04892821
1-93378,0.0489282
1-93455,0.03911337
1-93455,0.03911338
1-569042,0.112562
1-569042,0.1125737
1-93215,0.05688156
1-93215,0.05688155
1-574355,0.03071103
1-574355,0.03071103
1-94139,0.05832006
1-94139,0.05832006
1-94169,0.01834396
1-94169,0.01834396
1-94029,0.03178342
1-94029,0.03178347
1-94066,0.02474685
1-94066,0.02474685
1-93861,0.03303854
1-93861,0.03303854
1-94027,0.03275077
1-94027,0.03275074
1-94009,0.03167332
1-94009,0.03167332
1-94063,0.03041228
1-94063,0.03041228
1-93835,0.03107382
1-93835,0.03107382
1-94168,0.03273154
1-94168,0.03273144
1-93252,0.02455351
1-93252,0.02455351
1-94136,0.01810201
1-94136,0.01810201
1-93876,0.1397655
1-93876,0.1397734
1-93876,0.1382389
1-93876,0.138209
1-634055,0.05728948
1-634055,0.057234
1-209191,0.0234137
1-209191,0.0234137
1-209151,0.01853323
1-209151,0.01853278
1-633196,0.0380977
1-633196,0.03809775
1-209287,0.04109116
1-209287,0.04109116
1-209111,0.03795544
1-209111,0.03795543
1-209232,0.04075463
1-209232,0.04075463
1-209113,0.03845132
1-209113,0.03840473
1-247348,0.03731889
1-247348,0.03731888
1-209198,0.0229867
1-209198,0.0229867
1-209109,0.03419567
1-209109,0.03425059
1-209108,0.03720023
1-209108,0.03719812
1-247331,0.03634416
1-247331,0.03634416
1-209175,0.03762385
1-209175,0.03762385
1-209221,0.02500481
1-209221,0.0250048
1-209296,0.06587547
1-209296,0.06588936
1-209266,0.07691488
1-209266,0.07678276
1-209199,0.02626515
1-209199,0.02626517
1-209537,0.0382694
1-209537,0.03826937
1-209533,0.03783946
1-209533,0.03784767
1-633225,0.01985667
1-633225,0.01985667
1-209407,0.01947571
1-209407,0.01947572
1-569072,0.06047174
1-569072,0.06047175
1-134004,0.01856769
1-134004,0.01856769
1-133987,0.02041185
1-133987,0.02039983
1-209049,0.1291701
1-209049,0.1291697
1-209078,0.0381351
1-209078,0.03813507
1-133945,0.01702779
1-133945,0.01703155
1-209607,0.1156958
1-209607,0.1156953
1-209428,0.05881573
1-209428,0.05881573
1-134020,0.0192853
1-134020,0.0192853
1-133948,0.02177838
1-133948,0.02165849
1-133922,0.01746514
1-133922,0.01746514
1-133976,0.01828568
1-133976,0.01828568
1-133941,0.01890449
1-133941,0.01890449
1-593159,0.04489733
1-593159,0.04489733
1-245695,0.0456703
1-245695,0.04567031
1-245654,0.04576763
1-245654,0.04576763
1-245686,0.04505762
1-245686,0.04505761
1-246196,0.03713748
1-246196,0.03713748
1-246108,0.04464692
1-246108,0.04464692
1-246177,0.1358278
1-246177,0.1357556
1-245684,0.04471666
1-245684,0.04427816
1-245896,0.04295233
1-245896,0.04295235
1-245869,0.04334035
1-245869,0.04334038
1-246191,0.03666771
1-246191,0.03666771
1-245908,0.0442069
1-245908,0.04262377
1-245670,0.03046063
1-245670,0.03046063
1-245811,0.04242938
1-245811,0.04242939
1-246175,0.03809727
1-246175,0.03809546
1-245879,0.04304011
1-245879,0.04304019
1-630590,0.04345815
1-630590,0.04345815
1-569034,0.05793969
1-569034,0.0579397
1-93260,0.04654241
1-93260,0.0465424
1-93598,0.02148228
1-93598,0.02148227
1-633839,0.02062197
1-633839,0.02062197
1-93288,0.05337225
1-93288,0.05337219
1-92638,0.03773425
1-92638,0.0377814
1-92519,0.02006271
1-92519,0.02006271
1-92635,0.09426585
1-92635,0.09426485
1-92526,0.01986364
1-92526,0.01986364
1-92537,0.09617499
1-92537,0.09645221
1-93257,0.01957735
1-93257,0.01957735
1-93233,-999
1-93233,0.05435862
1-93236,0.0477453
1-93236,0.0477453
1-92502,0.02024245
1-92502,0.02024245
1-93231,0.04801446
1-93231,0.04801446
1-92615,0.09466518
1-92615,0.0946731
1-93352,0.02093539
1-93352,0.02093539
1-209980,0.04209613
1-209980,0.04209612
1-210017,-999
1-210017,-999
1-93310,0
1-93310,0.04676866
1-134599,0.0198908
1-134599,0.0198908
1-134597,0.04410844
1-134597,0.04410844
1-209729,0.01953826
1-209729,0.01953826
1-134562,0.03547604
1-134562,0.03547605
1-210231,0.04227139
1-210231,0.04226886
1-134248,0.0212196
1-134248,0.02121959
1-134239,0.05714199
1-134239,0.05714195
1-134634,0.05236499
1-134634,0.05236498
1-209712,0.0585474
1-209712,0.05857672
1-134614,0.05282767
1-134614,0.05282767
1-134293,0.04168784
1-134293,0.04168785
1-93305,0.01959684
1-93305,0.01959683
1-134209,0.05468685
1-134209,0.05468685
1-210019,0.04281635
1-210019,0.04281635
1-210962,0.02892596
1-210962,0.02892596
1-211082,0.03033851
1-211082,0.03033843
1-135054,0.02982861
1-135054,0.02982861
1-211063,0.03316624
1-211063,0.03316624
1-135468,0.02999372
1-135468,0.02999372
1-594446,0.02958701
1-594446,0.02959291
1-210748,0.03122727
1-210748,0.03038051
1-210989,0.03136243
1-210989,0.03136243
1-210961,0.0341859
1-210961,0.03419511
1-210802,0.0297811
1-210802,0.02978083
1-211311,0.02990216
1-211311,0.02990215
1-594483,0.03169285
1-594483,0.0314146
1-211239,0.02652189
1-211239,0.02652188
1-211103,0.02462785
1-211103,0.02462785
1-135516,0.03152394
1-135516,0.03152391
1-135530,0.02834047
1-135530,0.02834313
1-211017,0.03584068
1-211017,0.03584068
1-211017,0.03585278
1-211017,0.03585277
1-569130,0.06409761
1-569130,0.06409761
1-247456,0.07055424
1-247456,0.07055425
1-247858,0.03723758
1-247858,0.03723757
1-247417,0.02935738
1-247417,0.02935738
1-247382,0.02965651
1-247382,0.02965651
1-247449,0.0296011
1-247449,0.02959984
1-247373,0.0213591
1-247373,0.0213591
1-247424,0.037946
1-247424,0.037946
1-576431,0.07568067
1-576431,0.075014
1-247628,0.03675937
1-247628,0.03675732
1-247845,0.07298959
1-247845,0.07298957
1-198869,0.0188076
1-198869,0.01880548
1-198859,0.06870712
1-198859,0.06919461
1-247395,0.07244233
1-247395,0.07239701
1-247817,0.03652605
1-247817,0.03652866
1-247430,0.04090318
1-247430,0.04090203
1-247882,0.03761273
1-247882,0.03761271
1-321739,0.02838502
1-321739,0.02838501
1-322045,0.02760802
1-322045,0.02760802
1-322028,0.07880682
1-322028,0.07880694
1-322035,0.06726141
1-322035,0.06726142
1-322048,0.0172292
1-322048,0.0172292
1-322074,0.02738946
1-322074,0.02738938
1-321967,0.03922305
1-321967,0.03922313
1-321963,0.01828034
1-321963,0.01828034
1-321979,0.03882211
1-321979,0.0388221
1-322087,0.03952506
1-322087,0.03952316
1-322259,0.01825119
1-322259,0.01825119
1-321962,0.01804583
1-321962,0.01804057
1-321961,0.04034204
1-321961,0.04034204
1-322096,0.1163438
1-322096,0.1163437
1-198600,0.06537829
1-198600,0.06542872
1-322020,0.06610015
1-322020,0.06610014
1-322113,0.1223726
1-322113,0.1223726
1-90986,0.03915475
1-90986,0.03915474
1-90190,0.01129292
1-90190,0.01129323
1-593985,0.01356941
1-593985,0.01356942
1-90244,0.0725126
1-90244,0.07251262
1-90901,0.04820301
1-90901,0.04820301
1-90242,-999
1-90242,-999
1-90685,0.05187536
1-90685,0.0518743
1-90984,0.009606767
1-90984,0.009375187
1-542308,0.04987097
1-542308,0.04987058
1-91010,0.07392336
1-91010,0.07392339
1-91019,0.04588947
1-91019,0.04588948
1-90176,0.01191932
1-90176,0.01191889
1-90192,0.03962277
1-90192,0.03962282
1-632698,0.0515824
1-632698,0.05158559
1-90213,0.07184676
1-90213,0.07184663
1-91016,0.04631753
1-91016,0.04631753
1-90231,0.07364037
1-90231,0.07364039
1-419427,0.09656761
1-419427,0.09656757
1-419536,0.02221402
1-419536,0.02221403
1-419504,0.08891835
1-419504,0.08891835
1-619066,0.0005217725
1-619066,0.0005217725
1-401919,0.03354519
1-401919,0.03354519
1-419555,0.04372384
1-419555,0.04372377
1-419351,0.02289496
1-419351,0.02289499
1-419380,0.02348747
1-419380,0.02348747
1-419533,0.08473952
1-419533,0.08471859
1-419345,0.03361754
1-419345,0.03361753
1-401052,0.03487911
1-401052,0.03487911
1-419369,0.03473481
1-419369,0.0347348
1-414400,0.136642
1-414400,0.1366323
1-419288,0.1334062
1-419288,0.1334056
1-419301,0.0613171
1-419301,0.06131705
1-419450,0.02184823
1-419450,0.02184823
1-419607,0.148131
1-419607,0.1481297
1-134760,0.1376514
1-134760,0.1376255
1-134760,0.1379998
1-134760,0.1379279
1-633832,0.05488629
1-633832,0.05488629
1-134848,0.05843379
1-134848,0.0584338
1-134884,0.1340079
1-134884,0.1340813
1-134954,0.03157746
1-134954,0.03157746
1-134503,0.0371171
1-134503,0.0371171
1-135207,0.03156191
1-135207,0.03156191
1-134964,0.04625618
1-134964,0.04625617
1-134978,0.1343447
1-134978,0.134288
1-93858,0.04708425
1-93858,0.04708384
1-93876,0.1397655
1-93876,0.1397734
1-93876,0.1382389
1-93876,0.138209
1-210323,0.06526989
1-210323,0.06527802
1-134994,0.1295403
1-134994,0.1295396
1-93872,0.1402325
1-93872,0.140211
1-93908,0.04721387
1-93908,0.04721367
1-134924,0.03561817
1-134924,0.0358347
1-93903,0.04592764
1-93903,0.04592764
1-43188,0.09775382
1-43188,0.09773873
1-43285,0.04225957
1-43285,0.04225957
1-43361,0.0400033
1-43361,0.0400033
1-43311,0.04165625
1-43311,0.04165625
1-604818,0.0198057
1-604818,0.01980608
1-338579,0.08741403
1-338579,0.08741369
1-338593,0.04095712
1-338593,0.0409514
1-43268,0.03230301
1-43268,0.032303
1-338600,0.01966573
1-338600,0.01966574
1-43272,0.04181289
1-43272,0.04181289
1-584598,0.04122448
1-584598,0.04122447
1-338250,0.1291858
1-338250,0.1291861
1-338523,0.09835255
1-338523,0.09835258
1-338566,0.01034937
1-338566,0.01034937
1-43374,0.04019123
1-43374,0.04018649
1-338559,0.08831605
1-338559,0.08831599
1-338555,0.0868865
1-338555,0.08688694
1-351614,0.01168802
1-351614,0.01168802
1-548221,0.08084748
1-548221,0.08083436
1-548221,0.08086883
1-548221,0.08080392
1-378715,0.01827157
1-378715,0.01827156
1-378681,0.02170791
1-378681,0.02170792
1-548200,0.05870459
1-548200,0.05870501
1-351572,0.02244471
1-351572,0.0224447
1-351596,0.05548601
1-351596,0.05548601
1-351566,0.03071369
1-351566,0.03071369
1-378394,0.08080106
1-378394,0.08080075
1-351478,0.05856871
1-351478,0.05856883
1-378401,0.06114621
1-378401,0.0611458
1-351538,0.06915645
1-351538,0.06915644
1-351511,0.02275128
1-351511,0.02275129
1-548199,0.02196492
1-548199,0.02196492
1-351628,0.06051445
1-351628,0.0597907
1-351506,0.02282348
1-351506,0.02282348
1-351622,0.05856498
1-351622,0.05856498
1-392976,0.0431202
1-392976,0.04312016
1-274366,0.0213007
1-274366,0.0213007
1-274244,0.0528443
1-274244,0.0528443
1-608586,0.05316231
1-608586,0.05316229
1-392972,0.02191756
1-392972,0.02191756
1-273933,0.0442399
1-273933,0.04423995
1-273861,0.04750397
1-273861,0.04750394
1-392010,0.05256445
1-392010,0.0525649
1-392862,0.04976704
1-392862,0.04953139
1-274368,0.02262428
1-274368,0.02262428
1-392956,0.05049707
1-392956,0.05049707
1-547744,0.0536012
1-547744,0.05360121
1-392988,0.05653325
1-392988,0.05653219
1-274323,0.05508199
1-274323,0.05508199
1-394404,0.04560006
1-394404,0.04560003
1-392067,0.02595339
1-392067,0.02595339
1-274226,0.09735873
1-274226,0.09749684
